symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
CVX,2010-05-06 00:00:00+00:00,77.2,80.21,71.5,79.41,21059200,50.8322654312,52.8141970238,47.0791059369,52.2874377965,21059200,0.0,1.0
CVX,2010-05-07 00:00:00+00:00,77.1,78.61,76.41,77.22,21866100,50.7664205278,51.7606785692,50.3120906943,50.8454344119,21866100,0.0,1.0
CVX,2010-05-10 00:00:00+00:00,79.89,80.56,78.53,79.37,14661800,52.6034933329,53.0446541857,51.7080026465,52.2610998351,14661800,0.0,1.0
CVX,2010-05-11 00:00:00+00:00,79.7,80.745,79.49,79.64,12018600,52.4783880164,53.166467257,52.3401137192,52.4388810743,12018600,0.0,1.0
CVX,2010-05-12 00:00:00+00:00,80.06,80.46,79.36,79.77,9257800,52.7154296687,52.9788092823,52.2545153448,52.5244794488,9257800,0.0,1.0
CVX,2010-05-13 00:00:00+00:00,78.92,80.06,78.75,79.8,10839600,51.9647977698,52.7154296687,51.852861434,52.5442329198,10839600,0.0,1.0
CVX,2010-05-14 00:00:00+00:00,77.83,78.49,76.98,78.42,13602800,51.2470883226,51.6816646851,50.6874066437,51.6355732528,13602800,0.0,1.0
CVX,2010-05-17 00:00:00+00:00,77.73,77.95,75.95,77.39,14694000,51.6553267238,51.801527314,50.4724310391,51.429380357,14694000,0.72,1.0
CVX,2010-05-18 00:00:00+00:00,76.8475,78.67,76.39,78.31,15321500,51.0688629925,52.280001973,50.7648322196,52.0407646435,15321500,0.0,1.0
CVX,2010-05-19 00:00:00+00:00,76.6,77.0,75.54,76.35,10773200,50.9043873285,51.1702065834,50.1999663028,50.7382502941,10773200,0.0,1.0
CVX,2010-05-20 00:00:00+00:00,73.6,75.4,73.53,75.04,17879100,48.9107429161,50.1069295635,48.8642245465,49.867692234,17879100,0.0,1.0
CVX,2010-05-21 00:00:00+00:00,74.48,74.65,72.0,72.35,15919100,49.4955452771,49.6085184604,47.8474658962,48.0800577443,15919100,0.0,1.0
CVX,2010-05-24 00:00:00+00:00,73.44,74.38,73.31,74.22,10540700,48.8044152141,49.4290904633,48.7180239563,49.3227627613,10540700,0.0,1.0
CVX,2010-05-25 00:00:00+00:00,72.57,72.69,70.8,71.74,22304600,48.2262583346,48.306004111,47.0500081313,47.6746833805,22304600,0.0,1.0
CVX,2010-05-26 00:00:00+00:00,71.55,73.5,71.44,73.19,16888700,47.5484192344,48.8442881024,47.4753189392,48.6382781798,16888700,0.0,1.0
CVX,2010-05-27 00:00:00+00:00,74.36,74.36,72.3,73.13,15252900,49.4157995006,49.4157995006,48.0468303374,48.5984052915,15252900,0.0,1.0
CVX,2010-05-28 00:00:00+00:00,73.87,74.4,73.04,74.0,14445500,49.0901709132,49.4423814261,48.5385959592,49.1765621711,14445500,0.0,1.0
CVX,2010-06-01 00:00:00+00:00,72.29,74.52,72.29,73.56,13966400,48.0401848561,49.5221272026,48.0401848561,48.8841609906,13966400,0.0,1.0
CVX,2010-06-02 00:00:00+00:00,74.13,74.13,72.12,72.66,15674100,49.262953429,49.262953429,47.9272116727,48.2860676669,15674100,0.0,1.0
CVX,2010-06-03 00:00:00+00:00,73.91,74.75,73.14,74.66,14278800,49.1167528387,49.6749732742,48.6050507729,49.6151639418,14278800,0.0,1.0
CVX,2010-06-04 00:00:00+00:00,71.28,72.71,70.8,72.15,18133300,47.3689912372,48.3192950738,47.0500081313,47.9471481168,18133300,0.0,1.0
CVX,2010-06-07 00:00:00+00:00,71.35,72.49,71.19,71.66,12324200,47.4155096069,48.1730944836,47.3091819049,47.6215195295,12324200,0.0,1.0
CVX,2010-06-08 00:00:00+00:00,71.0225,71.73,69.82,71.68,16572400,47.1978700919,47.6680378991,46.3987509566,47.6348104922,16572400,0.0,1.0
CVX,2010-06-09 00:00:00+00:00,70.79,72.39,70.6,71.17,14074500,47.0433626499,48.1066396698,46.9170985038,47.2958909421,14074500,0.0,1.0
CVX,2010-06-10 00:00:00+00:00,74.17,74.17,72.69,72.87,13937400,49.2895353545,49.2895353545,48.306004111,48.4256227758,13937400,0.0,1.0
CVX,2010-06-11 00:00:00+00:00,74.06,74.06,72.79,73.48,8346000,49.2164350593,49.2164350593,48.3724589248,48.8309971396,8346000,0.0,1.0
CVX,2010-06-14 00:00:00+00:00,74.18,75.545,74.16,74.23,11948000,49.2961808358,50.2032890435,49.2828898731,49.3294082427,11948000,0.0,1.0
CVX,2010-06-15 00:00:00+00:00,75.23,75.26,74.18,74.57,11760200,49.9939563802,50.0138928243,49.2961808358,49.5553546094,11760200,0.0,1.0
CVX,2010-06-16 00:00:00+00:00,74.95,75.39,74.45,74.61,10424400,49.8078829017,50.1002840822,49.475608833,49.5819365349,10424400,0.0,1.0
CVX,2010-06-17 00:00:00+00:00,75.32,75.49,74.2,75.02,11113500,50.0537657125,50.1667388959,49.3094717986,49.8544012713,11113500,0.0,1.0
CVX,2010-06-18 00:00:00+00:00,75.52,75.75,74.9,75.47,13680200,50.18667534,50.3395214116,49.7746554948,50.1534479331,13680200,0.0,1.0
CVX,2010-06-21 00:00:00+00:00,75.72,77.25,75.29,76.81,9347000,50.3195849675,51.3363436178,50.0338292684,51.0439424373,9347000,0.0,1.0
CVX,2010-06-22 00:00:00+00:00,74.0,75.72,73.88,75.45,10576400,49.1765621711,50.3195849675,49.0968163946,50.1401569704,10576400,0.0,1.0
CVX,2010-06-23 00:00:00+00:00,72.26,73.9,72.15,73.84,14876400,48.0202484119,49.1101073574,47.9471481168,49.0702344691,14876400,0.0,1.0
CVX,2010-06-24 00:00:00+00:00,70.83,72.13,70.7,71.8,14188300,47.0699445754,47.9338571541,46.9835533175,47.7145562687,14188300,0.0,1.0
CVX,2010-06-25 00:00:00+00:00,70.06,71.13,69.88,71.13,20472800,46.5582425096,47.2693090166,46.4386238448,47.2693090166,20472800,0.0,1.0
CVX,2010-06-28 00:00:00+00:00,69.96,70.57,69.63,70.56,10873900,46.4917876958,46.8971620597,46.2724868105,46.8905165783,10873900,0.0,1.0
CVX,2010-06-29 00:00:00+00:00,68.36,69.39,68.0,69.2,16421100,45.4285106759,46.1129952575,45.1892733464,45.9867311114,16421100,0.0,1.0
CVX,2010-06-30 00:00:00+00:00,67.86,69.06,67.8,68.22,12871000,45.0962366072,45.8936943721,45.0563637189,45.3354739367,12871000,0.0,1.0
CVX,2010-07-01 00:00:00+00:00,67.48,68.3,66.83,68.19,16335700,44.8437083149,45.3886377877,44.4117520256,45.3155374925,16335700,0.0,1.0
CVX,2010-07-02 00:00:00+00:00,67.31,68.15,66.87,67.79,9143600,44.7307351316,45.288955567,44.4383339511,45.0497182376,9143600,0.0,1.0
CVX,2010-07-06 00:00:00+00:00,67.56,68.32,66.86,68.28,15039500,44.8968721659,45.4019287504,44.4316884697,45.3753468249,15039500,0.0,1.0
CVX,2010-07-07 00:00:00+00:00,69.45,69.5,67.49,67.82,15691100,46.1528681457,46.1860955526,44.8503537963,45.0696546817,15691100,0.0,1.0
CVX,2010-07-08 00:00:00+00:00,70.41,70.69,69.21,70.18,13478900,46.7908343577,46.9769078362,45.9933765927,46.6379882861,13478900,0.0,1.0
CVX,2010-07-09 00:00:00+00:00,71.84,72.0,70.05,70.46,11390300,47.7411381942,47.8474658962,46.5515970282,46.8240617645,11390300,0.0,1.0
CVX,2010-07-12 00:00:00+00:00,71.85,72.13,71.35,71.53,7352000,47.7477836756,47.9338571541,47.4155096069,47.5351282716,7352000,0.0,1.0
CVX,2010-07-13 00:00:00+00:00,73.23,73.58,72.5,72.99,13751300,48.6648601053,48.8974519534,48.1797399649,48.5053685523,13751300,0.0,1.0
CVX,2010-07-14 00:00:00+00:00,73.05,73.12,72.35,73.01,11750500,48.5452414405,48.5917598101,48.0800577443,48.518659515,11750500,0.0,1.0
CVX,2010-07-15 00:00:00+00:00,73.04,73.23,72.16,73.23,10507600,48.5385959592,48.6648601053,47.9537935982,48.6648601053,10507600,0.0,1.0
CVX,2010-07-16 00:00:00+00:00,71.5,72.84,71.25,72.65,12060700,47.5151918275,48.4056863317,47.3490547931,48.2794221855,12060700,0.0,1.0
