date,symbol,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,Name
2010-01-04 00:00:00+00:00,TRV,49.81,50.44,49.66,50.15,3716000,38.2013036776,38.6844761593,38.0862626105,38.4620634296,3716000,0.0,1.0,TRV
2010-01-05 00:00:00+00:00,TRV,48.63,49.69,48.52,49.63,5941900,37.2963139498,38.1092708239,37.2119505006,38.0632543971,5941900,0.0,1.0,TRV
2010-01-06 00:00:00+00:00,TRV,47.94,48.39,47.35,48.26,10124500,36.767125041199996,37.1122482425,36.3146301773,37.0125459843,10124500,0.0,1.0,TRV
2010-01-07 00:00:00+00:00,TRV,48.63,48.85,47.82,47.82,4901600,37.2963139498,37.465040848200005,36.6750921875,36.6750921875,4901600,0.0,1.0,TRV
2010-01-08 00:00:00+00:00,TRV,48.56,48.76,48.07,48.65,3933100,37.2426281185,37.396016208,36.8668272994,37.3116527588,3933100,0.0,1.0,TRV
2010-01-11 00:00:00+00:00,TRV,48.54,48.84,48.1,48.7,3058500,37.2272893096,37.4573714437,36.889835512800005,37.3499997811,3058500,0.0,1.0,TRV
2010-01-12 00:00:00+00:00,TRV,48.85,49.39,48.6,48.99,5147300,37.465040848200005,37.8791886897,37.2733057364,37.5724125108,5147300,0.0,1.0,TRV
2010-01-13 00:00:00+00:00,TRV,49.02,49.33,48.83,48.93,3462400,37.595420724200004,37.8331722629,37.4497020393,37.526396084,3462400,0.0,1.0,TRV
2010-01-14 00:00:00+00:00,TRV,49.28,49.4,48.73,48.93,2656300,37.7948252405,37.8868580942,37.3730079945,37.526396084,2656300,0.0,1.0,TRV
2010-01-15 00:00:00+00:00,TRV,48.79,49.46,48.26,49.11,4252500,37.419024421399996,37.932874521,37.0125459843,37.6644453645,4252500,0.0,1.0,TRV
2010-01-19 00:00:00+00:00,TRV,49.43,49.6,48.43,48.75,3349400,37.909866307600005,38.040246183600004,37.1429258604,37.3883468035,3349400,0.0,1.0,TRV
2010-01-20 00:00:00+00:00,TRV,48.93,49.7,48.55,49.26,3433400,37.526396084,38.116940228400004,37.234958714,37.7794864316,3433400,0.0,1.0,TRV
2010-01-21 00:00:00+00:00,TRV,48.95,49.08,48.03,48.79,5942700,37.5417348929,37.6414371511,36.836149681500004,37.419024421399996,5942700,0.0,1.0,TRV
2010-01-22 00:00:00+00:00,TRV,48.31,49.64,48.2,48.81,6885300,37.0508930067,38.0709238015,36.9665295575,37.4343632303,6885300,0.0,1.0,TRV
2010-01-25 00:00:00+00:00,TRV,48.89,49.11,47.95,48.83,4768100,37.4957184661,37.6644453645,36.7747944457,37.4497020393,4768100,0.0,1.0,TRV
2010-01-26 00:00:00+00:00,TRV,50.23,51.13,50.15,50.55,8489000,38.5234186654,39.2136650679,38.4620634296,38.7688396085,8489000,0.0,1.0,TRV
2010-01-27 00:00:00+00:00,TRV,50.9,50.91,50.03,50.29,4662400,39.0372687651,39.0449381695,38.370030576,38.569435092199996,4662400,0.0,1.0,TRV
2010-01-28 00:00:00+00:00,TRV,50.27,51.07,49.98,51.07,4554800,38.5540962833,39.1676486411,38.3316835536,39.1676486411,4554800,0.0,1.0,TRV
2010-01-29 00:00:00+00:00,TRV,50.67,50.99,50.09,50.3,4484800,38.8608724622,39.1062934053,38.4160470028,38.5771044967,4484800,0.0,1.0,TRV
2010-02-01 00:00:00+00:00,TRV,50.69,50.95,50.22,50.95,4302600,38.876211271100004,39.0756157874,38.5157492609,39.0756157874,4302600,0.0,1.0,TRV
2010-02-02 00:00:00+00:00,TRV,51.09,51.18,50.26,50.6,5640200,39.18298745,39.2520120903,38.5464268788,38.8071866309,5640200,0.0,1.0,TRV
2010-02-03 00:00:00+00:00,TRV,50.57,50.95,50.28,50.46,3978800,38.7841784175,39.0756157874,38.561765687800005,38.6998149683,3978800,0.0,1.0,TRV
2010-02-04 00:00:00+00:00,TRV,49.73,50.74,49.69,50.27,6662500,38.1399484418,38.9145582935,38.1092708239,38.5540962833,6662500,0.0,1.0,TRV
2010-02-05 00:00:00+00:00,TRV,50.28,50.5,49.24,49.61,6746400,38.561765687800005,38.7304925862,37.7641476226,38.0479155881,6746400,0.0,1.0,TRV
2010-02-08 00:00:00+00:00,TRV,49.05,50.29,49.01,50.18,5193700,37.6184289377,38.569435092199996,37.5877513198,38.4850716431,5193700,0.0,1.0,TRV
2010-02-09 00:00:00+00:00,TRV,49.57,49.75,48.88,49.54,5355400,38.0172379702,38.1552872507,37.4880490616,37.994229756799996,5355400,0.0,1.0,TRV
2010-02-10 00:00:00+00:00,TRV,49.69,49.91,49.25,49.645,4619400,38.1092708239,38.2779977223,37.7718170271,38.0747585038,4619400,0.0,1.0,TRV
2010-02-11 00:00:00+00:00,TRV,50.2,50.27,49.26,49.61,4639300,38.500410452,38.5540962833,37.7794864316,38.0479155881,4639300,0.0,1.0,TRV
2010-02-12 00:00:00+00:00,TRV,50.45,50.49,49.28,49.77,5810400,38.692145563800004,38.7228231817,37.7948252405,38.1706260597,5810400,0.0,1.0,TRV
2010-02-16 00:00:00+00:00,TRV,51.61,51.61,50.26,50.45,5379100,39.581796482600005,39.581796482600005,38.5464268788,38.692145563800004,5379100,0.0,1.0,TRV
2010-02-17 00:00:00+00:00,TRV,51.75,51.92,51.17,51.71,4512800,39.6891681452,39.8195480213,39.2443426858,39.6584905273,4512800,0.0,1.0,TRV
2010-02-18 00:00:00+00:00,TRV,52.74,52.88,51.6,51.65,4577600,40.448439188,40.5558108506,39.5741270781,39.6124741005,4577600,0.0,1.0,TRV
2010-02-19 00:00:00+00:00,TRV,52.88,53.1287,52.56,52.69,5437300,40.5558108506,40.746548939899995,40.3103899075,40.4100921657,5437300,0.0,1.0,TRV
2010-02-22 00:00:00+00:00,TRV,53.04,53.29,52.76,53.0,4457700,40.6785213222,40.870256434,40.463777997,40.6478437043,4457700,0.0,1.0,TRV
2010-02-23 00:00:00+00:00,TRV,52.36,53.42,52.32,52.73,6511900,40.1570018181,40.9699586921,40.1263242002,40.4407697835,6511900,0.0,1.0,TRV
2010-02-24 00:00:00+00:00,TRV,52.79,52.97,52.4,52.49,6050600,40.4867862104,40.624835490900004,40.1876794359,40.2567040762,6050600,0.0,1.0,TRV
2010-02-25 00:00:00+00:00,TRV,52.75,52.88,52.12,52.12,5101400,40.4561085925,40.5558108506,39.972936110700005,39.972936110700005,5101400,0.0,1.0,TRV
2010-02-26 00:00:00+00:00,TRV,52.59,52.99,52.32,52.79,7398500,40.3333981209,40.6401742998,40.1263242002,40.4867862104,7398500,0.0,1.0,TRV
2010-03-01 00:00:00+00:00,TRV,53.08,53.42,52.76,52.76,4330200,40.7091989401,40.9699586921,40.463777997,40.463777997,4330200,0.0,1.0,TRV
2010-03-02 00:00:00+00:00,TRV,53.29,53.44,52.91,53.22,3619600,40.870256434,40.9852975011,40.578819064,40.8165706027,3619600,0.0,1.0,TRV
2010-03-03 00:00:00+00:00,TRV,53.12,53.72,53.12,53.43,3892900,40.739876558,41.200040826300004,40.739876558,40.9776280966,3892900,0.0,1.0,TRV
2010-03-04 00:00:00+00:00,TRV,53.55,53.62,53.03,53.12,3911600,41.069660950300005,41.1233467816,40.6708519177,40.739876558,3911600,0.0,1.0,TRV
2010-03-05 00:00:00+00:00,TRV,53.94,53.97,53.45,53.85,4259700,41.3687677247,41.3917759381,40.9929669056,41.2997430845,4259700,0.0,1.0,TRV
2010-03-08 00:00:00+00:00,TRV,53.8,53.99,53.41,53.45,3145000,41.5144864097,41.6610989082,41.2135449655,41.2444107546,3145000,0.33,1.0,TRV
2010-03-09 00:00:00+00:00,TRV,53.57,54.2,53.44,53.96,5107400,41.3370081221,41.823144301199996,41.2366943073,41.6379495663,5107400,0.0,1.0,TRV
2010-03-10 00:00:00+00:00,TRV,52.89,53.78,52.6001,53.56,5891200,40.8122897065,41.4990535151,40.5885898996,41.3292916748,5891200,0.0,1.0,TRV
2010-03-11 00:00:00+00:00,TRV,53.62,53.66,52.8,52.88,4085400,41.3755903585,41.4064561477,40.7428416809,40.8045732592,4085400,0.0,1.0,TRV
2010-03-12 00:00:00+00:00,TRV,53.16,54.0,53.0,53.84,4490200,41.0206337833,41.6688153555,40.8971706266,41.5453521988,4490200,0.0,1.0,TRV
2010-03-15 00:00:00+00:00,TRV,52.73,53.06,52.28,52.99,4929600,40.6888265499,40.9434693104,40.3415864219,40.8894541794,4929600,0.0,1.0,TRV
2010-03-16 00:00:00+00:00,TRV,52.85,52.955,52.495,52.74,4126300,40.7814239173,40.8624466139,40.507490038600004,40.6965429972,4126300,0.0,1.0,TRV
2010-03-17 00:00:00+00:00,TRV,52.99,53.54,52.85,53.11,5519100,40.8894541794,41.3138587802,40.7814239173,40.9820515468,5519100,0.0,1.0,TRV
2010-03-18 00:00:00+00:00,TRV,53.38,53.71,52.95,53.08,4113000,41.190395623600004,41.4450383841,40.8585883902,40.958902205,4113000,0.0,1.0,TRV
2010-03-19 00:00:00+00:00,TRV,53.46,53.6,52.78,53.58,13199100,41.2521272019,41.3601574639,40.7274087863,41.3447245694,13199100,0.0,1.0,TRV
2010-03-22 00:00:00+00:00,TRV,53.39,53.58,53.18,53.3,3817700,41.1981120709,41.3447245694,41.0360666778,41.1286640453,3817700,0.0,1.0,TRV
2010-03-23 00:00:00+00:00,TRV,53.9,53.9,53.35,53.55,3244300,41.5916508826,41.5916508826,41.1672462817,41.3215752275,3244300,0.0,1.0,TRV
2010-03-24 00:00:00+00:00,TRV,54.06,54.26,53.695,53.86,3218200,41.7151140392,41.8694429849,41.4334637132,41.5607850934,3218200,0.0,1.0,TRV
2010-03-25 00:00:00+00:00,TRV,54.08,54.5,54.01,54.3,4123700,41.7305469338,42.0546377199,41.6765318027,41.9003087741,4123700,0.0,1.0,TRV
2010-03-26 00:00:00+00:00,TRV,54.35,54.74,54.16,54.28,3422700,41.9388910105,42.2398324548,41.7922785121,41.8848758795,3422700,0.0,1.0,TRV
2010-03-29 00:00:00+00:00,TRV,54.76,54.82,54.35,54.48,2644700,42.2552653493,42.3015640331,41.9388910105,42.039204825300004,2644700,0.0,1.0,TRV
2010-03-30 00:00:00+00:00,TRV,53.93,54.83,53.8,54.83,3517500,41.6148002244,42.3092804804,41.5144864097,42.3092804804,3517500,0.0,1.0,TRV
