date,symbol,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,Name
2010-01-04 00:00:00+00:00,JNJ,64.68,64.99,64.41,64.71,9506200,46.921796592700005,47.1466846098,46.7259263843,46.9435599492,9506200,0.0,1.0,JNJ
2010-01-05 00:00:00+00:00,JNJ,63.93,64.62,63.82,64.58,10673100,46.377712680500004,46.8782698797,46.2979137067,46.8492520711,10673100,0.0,1.0,JNJ
2010-01-06 00:00:00+00:00,JNJ,64.45,64.54,63.83,63.9,13171500,46.7549441929,46.8202342624,46.3051681588,46.355949323999994,13171500,0.0,1.0,JNJ
2010-01-07 00:00:00+00:00,JNJ,63.99,64.35,63.74,64.25,10901600,46.4212393934,46.682399671300004,46.23987808930001,46.6098551497,10901600,0.0,1.0,JNJ
2010-01-08 00:00:00+00:00,JNJ,64.21,64.26,63.63,63.92,7898000,46.580837341000006,46.6171096018,46.160079115600006,46.3704582283,7898000,0.0,1.0,JNJ
2010-01-11 00:00:00+00:00,JNJ,64.22,64.75,64.01,64.75,7975700,46.5880917932,46.972577757799996,46.4357482978,46.972577757799996,7975700,0.0,1.0,JNJ
2010-01-12 00:00:00+00:00,JNJ,64.56,64.72,64.015,64.13,10820700,46.8347431667,46.9508144014,46.4393755238,46.5228017237,10820700,0.0,1.0,JNJ
2010-01-13 00:00:00+00:00,JNJ,64.97,65.23,64.54,64.54,13023800,47.1321757054,47.320791461700004,46.8202342624,46.8202342624,13023800,0.0,1.0,JNJ
2010-01-14 00:00:00+00:00,JNJ,65.1,65.265,64.75,65.2,7899000,47.22648358359999,47.3461820443,46.972577757799996,47.2990281052,7899000,0.0,1.0,JNJ
2010-01-15 00:00:00+00:00,JNJ,64.56,65.2,63.98,65.14,20995000,46.8347431667,47.2990281052,46.4139849413,47.2555013922,20995000,0.0,1.0,JNJ
2010-01-19 00:00:00+00:00,JNJ,65.35,65.75,64.11,64.14,15181800,47.4078448877,47.6980229742,46.5082928194,46.5300561759,15181800,0.0,1.0,JNJ
2010-01-20 00:00:00+00:00,JNJ,65.15,65.95,64.47,65.47,13033000,47.2627558444,47.8431120175,46.769453097299994,47.4948983136,13033000,0.0,1.0,JNJ
2010-01-21 00:00:00+00:00,JNJ,63.97,65.47,63.8,65.07,14473900,46.4067304891,47.4948983136,46.2834048023,47.2047202271,14473900,0.0,1.0,JNJ
2010-01-22 00:00:00+00:00,JNJ,63.2,64.19,63.09,63.91,14017200,45.8481376725,46.5663284367,45.7683386987,46.36320377609999,14017200,0.0,1.0,JNJ
2010-01-25 00:00:00+00:00,JNJ,63.22,63.7,63.05,63.67,10001700,45.8626465769,46.2108602807,45.739320890100004,46.1890969242,10001700,0.0,1.0,JNJ
2010-01-26 00:00:00+00:00,JNJ,62.79,63.01,62.22,62.64,15630300,45.5507051338,45.710303081400006,45.1372013605,45.4418883514,15630300,0.0,1.0,JNJ
2010-01-27 00:00:00+00:00,JNJ,63.44,63.72,62.7,62.78,14982400,46.022244524399994,46.225369185,45.485415064399994,45.5434506817,14982400,0.0,1.0,JNJ
2010-01-28 00:00:00+00:00,JNJ,63.8,64.07,63.04,63.57,17096000,46.2834048023,46.4792750107,45.7320664379,46.1165524026,17096000,0.0,1.0,JNJ
2010-01-29 00:00:00+00:00,JNJ,62.86,64.27,62.82,63.95,17844400,45.601486298999994,46.624364054,45.5724684903,46.3922215848,17844400,0.0,1.0,JNJ
2010-02-01 00:00:00+00:00,JNJ,63.09,63.26,62.77,63.26,10153400,45.7683386987,45.8916643855,45.5361962295,45.8916643855,10153400,0.0,1.0,JNJ
2010-02-02 00:00:00+00:00,JNJ,63.99,64.195,62.63,63.2,13609300,46.4212393934,46.5699556628,45.4346338992,45.8481376725,13609300,0.0,1.0,JNJ
2010-02-03 00:00:00+00:00,JNJ,63.63,63.87,63.29,63.87,9255900,46.160079115600006,46.3341859675,45.913427741999996,46.3341859675,9255900,0.0,1.0,JNJ
2010-02-04 00:00:00+00:00,JNJ,62.64,63.62,62.62,63.49,18397000,45.4418883514,46.152824663400004,45.4273794471,46.0585167853,18397000,0.0,1.0,JNJ
2010-02-05 00:00:00+00:00,JNJ,62.64,63.6,61.89,62.69,16775200,45.4418883514,46.138315759099996,44.8978044391,45.4781606122,16775200,0.0,1.0,JNJ
2010-02-08 00:00:00+00:00,JNJ,62.37,62.98,62.26,62.5,10081200,45.246018143,45.6885397249,45.1662191692,45.3403260211,10081200,0.0,1.0,JNJ
2010-02-09 00:00:00+00:00,JNJ,62.76,63.47,62.47,62.55,11356400,45.5289417773,46.044007880900004,45.3185626646,45.376598281899994,11356400,0.0,1.0,JNJ
2010-02-10 00:00:00+00:00,JNJ,62.73,63.07,62.21,62.79,10115800,45.5071784208,45.7538297944,45.1299469084,45.5507051338,10115800,0.0,1.0,JNJ
2010-02-11 00:00:00+00:00,JNJ,62.91,63.21,62.26,62.62,8353600,45.6377585598,45.8553921247,45.1662191692,45.4273794471,8353600,0.0,1.0,JNJ
2010-02-12 00:00:00+00:00,JNJ,62.72,63.0,62.11,62.61,12335800,45.499923968699996,45.7030486293,45.0574023867,45.4201249949,12335800,0.0,1.0,JNJ
2010-02-16 00:00:00+00:00,JNJ,63.61,63.71,62.82,63.25,10212400,46.145570211199995,46.2181147329,45.5724684903,45.8844099333,10212400,0.0,1.0,JNJ
2010-02-17 00:00:00+00:00,JNJ,63.98,64.36,63.61,63.63,9485500,46.4139849413,46.689654123500006,46.145570211199995,46.160079115600006,9485500,0.0,1.0,JNJ
2010-02-18 00:00:00+00:00,JNJ,64.04,64.7,63.95,63.98,8260600,46.4575116542,46.936305497,46.3922215848,46.4139849413,8260600,0.0,1.0,JNJ
2010-02-19 00:00:00+00:00,JNJ,63.81,64.46,63.62,64.15,14222300,46.6461274105,47.1212877743,46.5072343811,46.8946728316,14222300,0.49,1.0,JNJ
2010-02-22 00:00:00+00:00,JNJ,63.49,64.1,63.39,63.81,9839700,46.412202308299996,46.8581220344,46.3391007139,46.6461274105,9839700,0.0,1.0,JNJ
2010-02-23 00:00:00+00:00,JNJ,63.31,63.85,63.23,63.56,12481400,46.2806194383,46.6753680483,46.2221381628,46.4633734244,12481400,0.0,1.0,JNJ
2010-02-24 00:00:00+00:00,JNJ,63.45,63.85,63.25,63.55,8519300,46.3829616705,46.6753680483,46.2367584816,46.456063265,8519300,0.0,1.0,JNJ
2010-02-25 00:00:00+00:00,JNJ,63.28,63.35,62.52,62.79,10528900,46.25868896,46.309860076099994,45.7031168423,45.9004911472,10528900,0.0,1.0,JNJ
2010-02-26 00:00:00+00:00,JNJ,63.0,63.59,63.0,63.46,9357800,46.054004495600005,46.485303902700004,46.054004495600005,46.39027183,9357800,0.0,1.0,JNJ
2010-03-01 00:00:00+00:00,JNJ,63.39,63.46,63.17,63.27,9219400,46.3391007139,46.39027183,46.1782772061,46.2513788005,9219400,0.0,1.0,JNJ
2010-03-02 00:00:00+00:00,JNJ,63.44,63.64,63.02,63.31,9014000,46.375651511099996,46.5218547,46.068624814399996,46.2806194383,9014000,0.0,1.0,JNJ
2010-03-03 00:00:00+00:00,JNJ,63.4,63.75,63.22,63.59,9360400,46.3464108733,46.6022664538,46.2148280033,46.485303902700004,9360400,0.0,1.0,JNJ
2010-03-04 00:00:00+00:00,JNJ,63.57,63.7,63.37,63.4,8067200,46.4706835838,46.5657156566,46.324480395,46.3464108733,8067200,0.0,1.0,JNJ
2010-03-05 00:00:00+00:00,JNJ,64.04,64.07,63.55,63.66,10633600,46.8142610777,46.836191556,46.456063265,46.536475018800004,10633600,0.0,1.0,JNJ
2010-03-08 00:00:00+00:00,JNJ,64.2,64.41,64.02,64.08,33380500,46.9312236288,47.0847369771,46.7996407588,46.843501715500004,33380500,0.0,1.0,JNJ
2010-03-09 00:00:00+00:00,JNJ,64.27,64.55,64.09,64.55,8827100,46.9823947449,47.1870792093,46.850811874899996,47.1870792093,8827100,0.0,1.0,JNJ
2010-03-10 00:00:00+00:00,JNJ,64.29,64.56,64.15,64.49,8436600,46.9970150638,47.1943893688,46.8946728316,47.1432182527,8436600,0.0,1.0,JNJ
2010-03-11 00:00:00+00:00,JNJ,64.22,64.22,63.6,64.15,9957800,46.945843947700006,46.945843947700006,46.492614062200005,46.8946728316,9957800,0.0,1.0,JNJ
2010-03-12 00:00:00+00:00,JNJ,64.18,64.26,63.85,64.26,8223000,46.9166033099,46.9750845855,46.6753680483,46.9750845855,8223000,0.0,1.0,JNJ
2010-03-15 00:00:00+00:00,JNJ,64.57,64.57,64.07,64.14,7444700,47.201699528199995,47.201699528199995,46.836191556,46.887362672100004,7444700,0.0,1.0,JNJ
2010-03-16 00:00:00+00:00,JNJ,64.53,64.72,64.23,64.7,8882000,47.1724588904,47.3113519199,46.9531541071,47.296731601000005,8882000,0.0,1.0,JNJ
2010-03-17 00:00:00+00:00,JNJ,64.65,64.74,64.48,64.72,8060700,47.260180803800004,47.3259722388,47.135908093199994,47.3113519199,8060700,0.0,1.0,JNJ
